"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Source","EID"
"Travers S.; Alexandre J.; Baldassarre L.A.; Salem J.E.; Mirabel M.","Travers, Simon (57192199265); Alexandre, Joachim (54681652500); Baldassarre, Lauren A. (26667196600); Salem, Joe Elie (57570217200); Mirabel, Mariana (19337718800)","57192199265; 54681652500; 26667196600; 57570217200; 19337718800","Diagnosis of cancer therapy-related cardiovascular toxicities: A multimodality integrative approach and future developments","2025","Archives of Cardiovascular Diseases","118","3","","185","198","4","10.1016/j.acvd.2024.12.012","https://www.scopus.com/pages/publications/85217783792?origin=resultslist","Review","Final","Scopus","2-s2.0-85217783792"
"Kaur M.; Chouhan S.","Kaur, Mandeep (57225773114); Chouhan, Sandeep (59158497400)","57225773114; 59158497400","Leveraging Machine Learning Techniques for Accurate Heart Disease Prediction Through Data Insights and Model Optimization","2025","ICDT 2025 - 3rd International Conference on Disruptive Technologies","","","","515","519","2","10.1109/ICDT63985.2025.10986736","https://www.scopus.com/pages/publications/105006423768?origin=resultslist","Conference paper","Final","Scopus","2-s2.0-105006423768"
"Crea P.; Cocuzza F.; Bonanno S.; Ferrara N.; Teresi L.; La Maestra D.; Bellocchi P.; Micari A.; Moncada A.; Di Bella G.; Dattilo G.","Crea, Pasquale (56798711600); Cocuzza, Federica (58045560200); Bonanno, Salvatore (52863177000); Ferrara, Nicola (59590042300); Teresi, Lucio (57223857892); La Maestra, Diego (58163468200); Bellocchi, Paolo (58979347700); Micari, Antonino (55936930200); Moncada, Alice (35105511100); Di Bella, Gianluca (23024467000); Dattilo, Giuseppe (24073159500)","56798711600; 58045560200; 52863177000; 59590042300; 57223857892; 58163468200; 58979347700; 55936930200; 35105511100; 23024467000; 24073159500","New Diseases Related to Cardiac Implantable Electronic Devices (CIEDs): An Overview","2025","Journal of Clinical Medicine","14","4","1322","","","1","10.3390/jcm14041322","https://www.scopus.com/pages/publications/85218453149?origin=resultslist","Review","Final","Scopus","2-s2.0-85218453149"
"Shanmugapriya T.; Devipriya R.; Siva Sangari M.; Rajasekaran T.","Shanmugapriya, T. (59771824300); Devipriya, R. (54889000400); Siva Sangari, M. (56708757700); Rajasekaran, T. (57220032291)","59771824300; 54889000400; 56708757700; 57220032291","Effective Heart Disease Prediction Using Machine Learning Algorithm with Cardiovascular Health Monitoring System","2025","Lecture Notes in Networks and Systems","1243 LNNS","","","250","260","1","10.1007/978-3-031-81080-0_23","https://www.scopus.com/pages/publications/105004253829?origin=resultslist","Conference paper","Final","Scopus","2-s2.0-105004253829"
"Hassan S.R.; Hassan A.; Maqsood A.; Hijab S.","Hassan, Syed Rizwan (57194534059); Hassan, Ayesha (60155944400); Maqsood, Aysha (60155668200); Hijab, Shaham (60155864900)","57194534059; 60155944400; 60155668200; 60155864900","A survey on intelligent secure and distributed frameworks for Healthcare 5.0","2025","Discover Artificial Intelligence","5","1","286","","","1","10.1007/s44163-025-00572-7","https://www.scopus.com/pages/publications/105019788226?origin=resultslist","Review","Final","Scopus","2-s2.0-105019788226"
"Shiva Kumar K.V.S.K.R.; Rasheed S.M.; Manikanta S.; Rao N.M.; Prasad Goura V.M.K.","Shiva Kumar, Kalapatapu V.S.K.R. (59987008100); Rasheed, Shaik M. (59919790100); Manikanta, Suthari (59919608100); Rao, Nalluri Madhusudana (54416213900); Prasad Goura, V.M.K. (57429498600)","59987008100; 59919790100; 59919608100; 54416213900; 57429498600","Enhanced feature selection using quantum-inspired cuckoo search and machine learning for heart disease prediction","2025","Synergizing Data Envelopment Analysis and Machine Learning for Performance Optimization in Healthcare","","","","339","372","0","10.4018/979-8-3373-0081-8.ch014","https://www.scopus.com/pages/publications/105010466275?origin=resultslist","Book chapter","Final","Scopus","2-s2.0-105010466275"
"Gupta S.; Sambandam R.; Megalan Leo L.; Kolaventi S.S.; Panda A.K.; Murugan R.; Solanki S.","Gupta, Suhas (58944516000); Sambandam, Ravikumar (8619418400); Megalan Leo, L. (57201149852); Kolaventi, Swarna Swetha (57210799221); Panda, Adya Kinkar (57217400840); Murugan, R. (36348538500); Solanki, Shailesh (59651197200)","58944516000; 8619418400; 57201149852; 57210799221; 57217400840; 36348538500; 59651197200","Multimodal Omics and Wearable Sensor Data Fusion for Continuous Cardiometabolic Health Assessment","2025","Genetics and Molecular Research ","24","4","gmr24124","","","0","10.4238/cqhv1j30","https://www.scopus.com/pages/publications/105032806978?origin=resultslist","Article","Final","Scopus","2-s2.0-105032806978"
"D A.J.G.; Upadhyay S.; Parhi D.K.; V H.; Solanki S.; Saini R.; Ganesh I.","D, Anbarasi Jebaselvi G (60502552500); Upadhyay, Satish (59185746400); Parhi, Deepak Kumar (56810969600); V, Haripriya (60503344400); Solanki, Shailesh (59651197200); Saini, Ramesh (58195349600); Ganesh, Irisappan (55035708400)","60502552500; 59185746400; 56810969600; 60503344400; 59651197200; 58195349600; 55035708400","Epigenetic Signatures for Continuous Metabolic Health Monitoring in at Risk Populations","2025","Genetics and Molecular Research ","24","4","gmr24124","","","0","10.4238/wp2pj215","https://www.scopus.com/pages/publications/105032766353?origin=resultslist","Article","Final","Scopus","2-s2.0-105032766353"
"Restrepo Tique M.; Araque O.; Sanchez-Echeverri L.A.","Restrepo Tique, Maria (59305654700); Araque, Oscar (57220185183); Sanchez-Echeverri, Luz Adriana (37162133200)","59305654700; 57220185183; 37162133200","Technological Advances in the Diagnosis of Cardiovascular Disease: A Public Health Strategy","2024","International Journal of Environmental Research and Public Health","21","8","1083","","","20","10.3390/ijerph21081083","https://www.scopus.com/pages/publications/85202623356?origin=resultslist","Review","Final","Scopus","2-s2.0-85202623356"
"Alromithy F.S.; Alkathiry H.; Eid R.A.; alshammery K.; Almansour H.; Al-otaibi A.S.; Al Solami A.","Alromithy, Fares Suliaman (59747282200); Alkathiry, Hadil (57202922490); Eid, Refaat A. (6701790091); alshammery, Kholoud (57222577084); Almansour, Husam (60222026000); Al-otaibi, Amenah S. (57282341600); Al Solami, A. (60047112100)","59747282200; 57202922490; 6701790091; 57222577084; 60222026000; 57282341600; 60047112100","Electrochemical aptamer-based biosensors for cardiovascular disease","2026","Clinica Chimica Acta","580","","120744","","","0","10.1016/j.cca.2025.120744","https://www.scopus.com/pages/publications/105023713750?origin=resultslist","Review","Final","Scopus","2-s2.0-105023713750"
"Makhir A.; Alaoui M.H.E.Y.; Bellarbi L.; Jilbab A.","Makhir, Abdelmalek (58937327400); Alaoui, My Hachem El Yousfi (57217248242); Bellarbi, Larbi (6602922531); Jilbab, Abdelilah (36801780200)","58937327400; 57217248242; 6602922531; 36801780200","IOT BASED ECG: HYBRID CNN-BILSTM APPROACH FOR MYOCARDIAL INFARCTION CLASSIFICATION; [EKG OPARTE NA IOT: HYBRYDOWE PODEJŚCIE CNN-BILSTM DO KLASYFIKACJI ZAWAŁÓW MIĘŚNIA SERCOWEGO]","2024","Informatyka, Automatyka, Pomiary w Gospodarce i Ochronie Srodowiska","14","3","","76","80","1","10.35784/iapgos.6045","https://www.scopus.com/pages/publications/85206437678?origin=resultslist","Article","Final","Scopus","2-s2.0-85206437678"
"Poonam; Mallapur S.V.","Poonam (59136883200); Mallapur, Sujata V. (55810740000)","59136883200; 55810740000","Secure Healthcare Monitoring: Algorithms and Techniques for Heart Disease Detection and Data Privacy","2025","International Conference on Intelligent Systems and Computational Networks, ICISCN 2025","","","","","","0","10.1109/ICISCN64258.2025.10934556","https://www.scopus.com/pages/publications/105002679423?origin=resultslist","Conference paper","Final","Scopus","2-s2.0-105002679423"
"Khera R.","Khera, Rohan (55974983700)","55974983700","Toward a Global Cardiovascular Mission Control: Reimagining Surveillance Through Artificial Intelligence and Digital Health","2025","Journal of the American College of Cardiology","86","22","","2148","2150","1","10.1016/j.jacc.2025.10.002","https://www.scopus.com/pages/publications/105021579170?origin=resultslist","Article","Final","Scopus","2-s2.0-105021579170"
"Ebraheem M.; Kondaji A.K.; Raju Y.B.; Kumar N.B.","Ebraheem, Menda (54902797500); Kondaji, Aravind Kumar (58588802900); Raju, Y. Butchi (54924520000); Kumar, N. Bhupesh (57221948563)","54902797500; 58588802900; 54924520000; 57221948563","A Computationally Effective Remote Health Monitoring Framework using AGTO-MLRC Models for CVD Diagnosis","2024","KSII Transactions on Internet and Information Systems","18","9","","2512","2545","1","10.3837/tiis.2024.09.004","https://www.scopus.com/pages/publications/85205945279?origin=resultslist","Article","Final","Scopus","2-s2.0-85205945279"
"Sinha N.; Joshi A.; Mohanty S.","Sinha, Nidhi (57800560700); Joshi, Amit (57194680766); Mohanty, Saraju (7202569569)","57800560700; 57194680766; 7202569569","iCardo 3.0: ECG-Based Prediction of Conduction Disturbances Using Demographic Features","2024","SN Computer Science","5","4","382","","","0","10.1007/s42979-024-02701-y","https://www.scopus.com/pages/publications/85189033948?origin=resultslist","Article","Final","Scopus","2-s2.0-85189033948"
"Prabhu S.; Bairy G.M.; Sampathila N.","Prabhu, Savithri (59307648000); Bairy, G. Muralidhar (57942168900); Sampathila, Niranjana (56584740000)","59307648000; 57942168900; 56584740000","Significance of essential vital signs for analysis of risk level of critical care patients - A review","2026","Journal of Intelligent Systems","35","1","20250120","","","0","10.1515/jisys-2025-0120","https://www.scopus.com/pages/publications/105027556793?origin=resultslist","Review","Final","Scopus","2-s2.0-105027556793"
"Sener Y.Z.; Ceasovschih A.; Murzalieva E.; Oksul M.; Uzun H.G.; Yilmaz O.F.; Belancic A.; Allamsetty S.; Piotrowski R.; Corlateanu A.; Sorodoc V.","Sener, Yusuf Ziya (56221991300); Ceasovschih, Alexandr (57205407923); Murzalieva, Erkeaiym (60377507300); Oksul, Metin (57196054050); Uzun, Hakan Gokalp (57217828235); Yilmaz, Omer Faruk (57403943300); Belancic, Andrej (57194095253); Allamsetty, Suresh (56736868200); Piotrowski, Roman (55936771800); Corlateanu, Alexandru (56289644400); Sorodoc, Victorita (16200021400)","56221991300; 57205407923; 60377507300; 57196054050; 57217828235; 57403943300; 57194095253; 56736868200; 55936771800; 56289644400; 16200021400","A deep dive into atrial fibrillation in chronic obstructive pulmonary disease","2026","npj Primary Care Respiratory Medicine","36","1","11","","","0","10.1038/s41533-025-00477-z","https://www.scopus.com/pages/publications/105029624066?origin=resultslist","Review","Final","Scopus","2-s2.0-105029624066"
"Sharma V.; Chawla G.K.; Kukreti S.; Ahuja K.; Singh S.","Sharma, Vaibhav (58632900700); Chawla, Gurpreet Kaur (60435484400); Kukreti, Shreyashi (60435391600); Ahuja, Kriti (60435484500); Singh, Surender (59287771500)","58632900700; 60435484400; 60435391600; 60435484500; 59287771500","Artificial intelligence and machine learning in cardiovascular medicine: current applications, clinical evidence, and future directions","2026","Exploration of Medicine","7","","1001383","","","0","10.37349/emed.2026.1001383","https://www.scopus.com/pages/publications/105031824248?origin=resultslist","Review","Final","Scopus","2-s2.0-105031824248"
"Asokan V.; Swamy V.P.; Baskaran S.","Asokan, Vinoth (60109525400); Swamy, Vignesh Ponnu (60380722000); Baskaran, Sharmila (60380254600)","60109525400; 60380722000; 60380254600","Hough’s Transform-Based IoT Device for Automated Identification and Prediction of Blood Groups","2026","Journal of Biomedical Physics and Engineering","16","1","","71","80","1","10.31661/jbpe.v0i0.2410-1849","https://www.scopus.com/pages/publications/105029836228?origin=resultslist","Article","Final","Scopus","2-s2.0-105029836228"
"Shrivastava A.; Kumar S.; Naik N.S.","Shrivastava, Abhishek (59470384700); Kumar, Santosh (59511763600); Naik, N. Srinivas (56405231300)","59470384700; 59511763600; 56405231300","Quantum leap in cardiac prognosis: EMIP-cardioPPG’s pioneering approach to early myocardial infarction prediction","2024","Signal, Image and Video Processing","18","12","","8723","8737","5","10.1007/s11760-024-03503-8","https://www.scopus.com/pages/publications/85203051264?origin=resultslist","Article","Final","Scopus","2-s2.0-85203051264"
"Yang H.; Sawano M.; Lu Y.","Yang, Huanhuan (57211261249); Sawano, Mitsuaki (56116727900); Lu, Yuan (56638763000)","57211261249; 56116727900; 56638763000","Improving adherence in hypertension management: digital tools, barriers, and innovations across Asia","2025","Hypertension Research","48","7","","2079","2082","3","10.1038/s41440-025-02227-7","https://www.scopus.com/pages/publications/105005102715?origin=resultslist","Short survey","Final","Scopus","2-s2.0-105005102715"
"Wang K.; Cao S.; Kaur J.; Morita P.P.","Wang, K. (58194137200); Cao, S. (59824320800); Kaur, J. (57821497400); Morita, P.P. (35113653200)","58194137200; 59824320800; 57821497400; 35113653200","Remote heart rate monitoring with contactless ambient technology using machine learning for aging population","2024","Gerontechnology","23","","","1","1","0","10.4017/GT.2024.23.S.886.OPP","https://www.scopus.com/pages/publications/85208141257?origin=resultslist","Article","Final","Scopus","2-s2.0-85208141257"
"Sooriamoorthy D.; Malarvili M.B.; Anas A.; Meste O.","Sooriamoorthy, Denesh (57220863640); Malarvili, M.B. (6506596340); Anas, Aindi (60006131200); Meste, Olivier (55888165100)","57220863640; 6506596340; 60006131200; 55888165100","Emerging technologies and concepts for cardiovascular risk detection","2025","Emerging Technologies and Concepts for Cardiovascular Risk Detection","","","","1","94","0","10.1201/9781003629832","https://www.scopus.com/pages/publications/105011134750?origin=resultslist","Book","Final","Scopus","2-s2.0-105011134750"
"Wu X.; Han Y.; Liu W.; Lin S.; Yuan J.; Ma Y.; Gao C.","Wu, Xiujuan (60058699300); Han, Yue (60583850000); Liu, Weili (56030074600); Lin, Song (60583264800); Yuan, Jie (60584449700); Ma, Yannan (60584050200); Gao, Chuanyu (7402617699)","60058699300; 60583850000; 56030074600; 60583264800; 60584449700; 60584050200; 7402617699","Development and validation of a machine learning model for predicting 6-month mortality in patients with infective endocarditis","2026","BioMedical Engineering Online","25","1","60","","","0","10.1186/s12938-026-01559-w","https://www.scopus.com/pages/publications/105035905354?origin=resultslist","Article","Final","Scopus","2-s2.0-105035905354"
"Sun Y.; Meng K.; Lang S.; Li P.; Wang W.; Yang J.","Sun, Yubo (59172870100); Meng, Keyu (57195905163); Lang, Shipan (59588399200); Li, Pei (57552231300); Wang, Wentao (60143504400); Yang, Jun (57029478000)","59172870100; 57195905163; 59588399200; 57552231300; 60143504400; 57029478000","Multi-Classification Model for PPG Signal Arrhythmia Based on Time–Frequency Dual-Domain Attention Fusion","2025","Sensors","25","19","5985","","","0","10.3390/s25195985","https://www.scopus.com/pages/publications/105018893168?origin=resultslist","Article","Final","Scopus","2-s2.0-105018893168"
"Sarwar F.; Farooq M.S.; Samee N.A.; Jamjoom M.M.; Ashraf I.","Sarwar, Farhan (60075321800); Farooq, Muhammad Shoaib (59895808200); Samee, Nagwan Abdel (60366065700); Jamjoom, Mona M. (57142648900); Ashraf, Imran (57195478761)","60075321800; 59895808200; 60366065700; 57142648900; 57195478761","A Federated Learning Approach for Cardiovascular Health Analysis and Detection","2025","Computers, Materials and Continua","84","3","","5897","5914","2","10.32604/cmc.2025.063832","https://www.scopus.com/pages/publications/105014348267?origin=resultslist","Article","Final","Scopus","2-s2.0-105014348267"
"Rathi S.; Khedkar V.; Gite S.; Jain A.; Vora D.; Ghorpade A.","Rathi, Snehal (57021221300); Khedkar, Vijayshri (57222654091); Gite, Soham (60196192000); Jain, Aman (57291622800); Vora, Darshan (59897573800); Ghorpade, Anushka (59402714600)","57021221300; 57222654091; 60196192000; 57291622800; 59897573800; 59402714600","Autoencoders for Anomaly Detection in ECG Signals","2025","Proceedings of the 4th International Conference on Innovative Mechanisms for Industry Applications, ICIMIA 2025","","","","403","409","0","10.1109/ICIMIA67127.2025.11200650","https://www.scopus.com/pages/publications/105021955200?origin=resultslist","Conference paper","Final","Scopus","2-s2.0-105021955200"
